age,agebucket,bookingplatform,booklongname,bookshortname,boref,botimestamp,boversion,business,businesstimezone,cancellationcashinstructionstatus,cancellationstockinstructionstatus,cashopenamt,cptyaccountingtype,cptyshortname,cusip,denominationcurrencycode,diarybotimestamp,diarycategory,diaryfailedreasoncode,diarynarrative,diaryupdatedby,direction,entityshortname,entitytype,faileddays,failedreason,forefnonunique,fullcashsettlementdate,fullinstrumentsettlementdate,fullsettlementdate,generalnarrative,instrumentname,instrumenttype,instrumenttypelevel2,instrumenttypelevel3,integrationstatus,isenriched,isin,isinternalsettlement,isinternaltrade,ismarketfacing,istradeactive,latestfailstatusactivity,market,marketoftrade,matchingstatus,modificationtimestamp,netconsiderationinbasecurrency,netconsiderationinbasecurrencyamount,opensettlementamt,opentradedquantity,operation,origin,ourdepot,ourdepotaccount,ournostro,ournostroaccount,parent,pbflow,pcs_cptyssi,pcs_entitydepotnostroacc,pcs_entityssi,pis_cptyssi,pis_entitydepotnostroacc,pis_entityssi,placeofsafekeeping,pricashoriginalamt,principal,priorityindicator,pristockoriginalamt,quantity,reportinterval,seccashoriginalamt,secstockoriginalamt,sedol,settbiccode,settdenominationamount,settdenominationcurrencycode,settlementamount,settlementconvention,settlementcurrencycode,settlementdepotcountry,settlementstatus,settlementterms,settlementtimestamp,settlementtype,stockdirection,stockinstructionexternalreason,stockinstructionexternalreasontype,stockinstructionexternalstatus,stockinstructionexternalstatustype,stockinstructionformat,stockinstructionnarrative,stockinstructionstatus,stockisacknowledged,stockopenamt,stockoperationalgroup,summarysettlementstatus,swiftcashreceiveref,swiftcashref,swiftdeliverref,swiftreceiveref,taskaction,taskage,taskbotimestamp,taskcreatedate,taskdescription,taskduedate,taskid,taskmodificationtimestamp,taskrole,taskstatus,tasktype,theirdepot,theirdepotaccount,theirnostro,theirnostroaccount,tradecategory,tradedate,tradedcurrencycode,tradedprice,tradereason,tradername,tradestate,tradestatus,tradesubtype,tradetimestamp,tradetype,tradetypecategory,updatedby,updateddatetime,valuedate
null,null,iRepo,null,null,00000000000494103465,31:18.0,2,FI Financing,Europe/London,null,null,464657.98,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYJYZ,null,null,null,null,OPBANK 0 1/2 08/12/25,Debt,null,null,STP,TRUE,XS2171253912,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:24.0,GBP,403034.07,464657.98,500000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494101114,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,464657.98,464657.98,null,500000,500000,null,null,null,BMQ5F74,ZYAFGB30XXX,0,EUR,464657.98,FinlandDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,500000,ICSDFI,Failed,null,null,AP00494103465Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,92.931596,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103490,31:19.0,2,FI Financing,Europe/London,null,null,212610.84,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYKDQ,null,null,null,null,TENN 4 1/2 10/28/34,Debt,null,null,STP,TRUE,XS2549543499,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:39.0,GBP,184413.95,212610.84,200000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098130,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,212610.84,212610.84,null,200000,200000,null,null,null,BMD5VP7,ZYAFGB30XXX,0,EUR,212610.84,NetherlandsDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,200000,ICSDFI,Failed,null,null,AP00494103490Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,106.30542,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103502,31:19.0,2,FI Financing,Europe/London,null,null,498068.64,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYKAE,null,null,null,null,ABESM 2 5/8 PERP,Debt,null,null,STP,TRUE,XS2282606578,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:39.0,GBP,432013.74,498068.64,600000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494100132,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,498068.64,498068.64,null,600000,600000,null,null,null,BMTVXZ3,ZYAFGB30XXX,0,EUR,498068.64,NetherlandsDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,600000,ICSDFI,Failed,null,null,AP00494103502Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,83.01144,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103514,31:21.0,2,FI Financing,Europe/London,null,null,255075.98,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYKAI,null,null,null,null,INVES 0 1/2 02/17/27,Debt,null,null,STP,TRUE,XS2296207116,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:37.0,GBP,221247.27,255075.98,300000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494101122,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,255075.98,255075.98,null,300000,300000,null,null,null,BMVMCV3,ZYAFGB30XXX,0,EUR,255075.98,UKDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,300000,ICSDFI,Failed,null,null,AP00494103514Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,85.0253267,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103550,31:21.0,2,FI Financing,Europe/London,null,null,93857.86,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYKCW,null,null,null,null,COLOB 2 3/4 05/19/30,Debt,null,null,STP,TRUE,XS2481288525,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:24.0,GBP,81410.24,93857.86,100000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494100153,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,93857.86,93857.86,null,100000,100000,null,null,null,BLDBMG6,ZYAFGB30XXX,0,EUR,93857.86,NetherlandsDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,100000,ICSDFI,Failed,null,null,AP00494103550Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,93.85786,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103561,31:19.0,2,FI Financing,Europe/London,null,null,426524.3,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYKCH,null,null,null,null,CERVIM 6 02/15/29,Debt,null,null,STP,TRUE,XS2445836286,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:22.0,GBP,369957.76,426524.3,500000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098128,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,426524.3,426524.3,null,500000,500000,null,null,null,BMCDTS1,ZYAFGB30XXX,0,EUR,426524.3,ItalyDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,500000,ICSDFI,Failed,null,null,AP00494103561Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,85.30486,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103571,31:21.0,2,FI Financing,Europe/London,null,null,435238.7,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYKBU,null,null,null,null,RXLP 2 1/8 12/15/28,Debt,null,null,STP,TRUE,XS2403428472,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:22.0,GBP,377516.44,435238.7,500000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494100152,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,435238.7,435238.7,null,500000,500000,null,null,null,BKMQT42,ZYAFGB30XXX,0,EUR,435238.7,FranceDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,500000,ICSDFI,Failed,null,null,AP00494103571Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,87.04774,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103622,31:21.0,2,FI Financing,Europe/London,null,null,993738,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYKEN,null,null,null,null,EUROGR 3.722 04/27/30,Debt,null,null,STP,TRUE,XS2615183501,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:35.0,GBP,861946.4,993738,1000000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494101142,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,993738,993738,null,1000000,1000000,null,null,null,BKS9DF4,ZYAFGB30XXX,0,EUR,993738,GermanyDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,1000000,ICSDFI,Failed,null,null,AP00494103622Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,99.3738,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103638,31:14.0,2,FI Financing,Europe/London,null,null,99703.14,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYKEE,null,null,null,null,INBAN 4 5/8 02/23/29,Debt,null,null,STP,TRUE,XS2590759986,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:34.0,GBP,86480.3,99703.14,100000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494101144,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,99703.14,99703.14,null,100000,100000,null,null,null,BN4DGM9,ZYAFGB30XXX,0,EUR,99703.14,ItalyDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,100000,ICSDFI,Failed,null,null,AP00494103638Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,99.70314,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103728,31:17.0,2,FI Financing,Europe/London,null,null,1129152.12,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYAC,null,null,null,null,ULP 2 1/2 06/04/26,Debt,null,null,STP,TRUE,XS1074055770,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:40.0,GBP,979401.61,1129152.12,1200000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494100178,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,1129152.12,1129152.12,null,1200000,1200000,null,null,null,BN33DL8,ZYAFGB30XXX,0,EUR,1129152.12,FranceDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,1200000,ICSDFI,Failed,null,null,AP00494103728Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,94.09601,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103743,31:17.0,2,FI Financing,Europe/London,null,null,447992.85,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYAZ,null,null,null,null,RSALN 1 1/4 05/12/28,Debt,null,null,STP,TRUE,XS1411401083,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:22.0,GBP,388579.1,447992.85,500000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494101155,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,447992.85,447992.85,null,500000,500000,null,null,null,BYZK1K9,ZYAFGB30XXX,0,EUR,447992.85,NetherlandsDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,500000,ICSDFI,Failed,null,null,AP00494103743Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,89.59857,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103823,31:17.0,2,FI Financing,Europe/London,null,null,91951.67,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYBP,null,null,null,null,TRNIM 1 3/8 07/26/27,Debt,null,null,STP,TRUE,XS1652866002,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:23.0,GBP,79756.85,91951.67,100000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494100192,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,91951.67,91951.67,null,100000,100000,null,null,null,BF43Z93,ZYAFGB30XXX,0,EUR,91951.67,ItalyDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,100000,ICSDFI,Failed,null,null,AP00494103823Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,91.95167,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103935,31:15.0,2,FI Financing,Europe/London,null,null,94481.66,InternalCounterparty,BCSL-PB-Jane Street,X61873AR0,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYCP,null,null,null,null,NOKIA 2 03/11/26,Debt,null,null,STP,TRUE,XS1960685383,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:31.0,GBP,81951.31,94481.66,100000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494099215,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,94481.66,94481.66,null,100000,100000,null,null,null,BFYWQG4,ZYAFGB30XXX,0,EUR,94481.66,FinlandDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,100000,ICSDFI,Failed,null,null,AP00494103935Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,94.48166,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494103950,31:17.0,2,FI Financing,Europe/London,null,null,406225.4,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYDA,null,null,null,null,LOGICR 1 5/8 07/15/27,Debt,null,null,STP,TRUE,XS2027364327,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:32.0,GBP,352350.94,406225.4,500000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494100206,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,406225.4,406225.4,null,500000,500000,null,null,null,BJ9KVC2,ZYAFGB30XXX,0,EUR,406225.4,LuxembourgDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,500000,ICSDFI,Failed,null,null,AP00494103950Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,81.24508,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494104031,31:18.0,2,FI Financing,Europe/London,null,null,93328.04,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYDZ,null,null,null,null,BERTEL 2 04/01/28,Debt,null,null,STP,TRUE,XS2149280948,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:24.0,GBP,80950.68,93328.04,100000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494100215,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,93328.04,93328.04,null,100000,100000,null,null,null,BL63C58,ZYAFGB30XXX,0,EUR,93328.04,GermanyDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,100000,ICSDFI,Failed,null,null,AP00494104031Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,93.32804,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494104059,31:18.0,2,FI Financing,Europe/London,null,null,98331.89,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYEI,null,null,null,null,ERP 3 3/4 07/17/26,Debt,null,null,STP,TRUE,XS2167595672,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:36.0,GBP,85290.91,98331.89,100000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494100218,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,98331.89,98331.89,null,100000,100000,null,null,null,BMFH3Q6,ZYAFGB30XXX,0,EUR,98331.89,LuxembourgDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,100000,ICSDFI,Failed,null,null,AP00494104059Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,98.33189,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494104165,31:19.0,2,FI Financing,Europe/London,null,null,72337.9,InternalCounterparty,BCSL-PB-Jane Street,F0265PDB1,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYFW,null,null,null,null,SRP 4 07/15/29,Debt,null,null,STP,TRUE,XS2332975007,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:20.0,GBP,62744.3,72337.9,100000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098165,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,72337.9,72337.9,null,100000,100000,null,null,null,BMDXM70,ZYAFGB30XXX,0,EUR,72337.9,FranceDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,100000,ICSDFI,Failed,null,null,AP00494104165Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,72.3379,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494104314,31:21.0,2,FI Financing,Europe/London,null,null,90683.42,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYIE,null,null,null,null,WURTH 2 1/8 08/23/30,Debt,null,null,STP,TRUE,XS2480515662,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:28.0,GBP,78656.8,90683.42,100000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494099236,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,90683.42,90683.42,null,100000,100000,null,null,null,BMGTL78,ZYAFGB30XXX,0,EUR,90683.42,NetherlandsDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,100000,ICSDFI,Failed,null,null,AP00494104314Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,90.68342,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494104323,31:21.0,2,FI Financing,Europe/London,null,null,517117.45,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYIY,null,null,null,null,RBIAV 5 3/4 01/27/28,Debt,null,null,STP,TRUE,XS2547936984,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:32.0,GBP,448536.26,517117.45,500000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098184,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,517117.45,517117.45,null,500000,500000,null,null,null,BMGRJ67,ZYAFGB30XXX,0,EUR,517117.45,AustriaDebt,EUR,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,500000,ICSDFI,Failed,null,null,AP00494104323Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,EUR,103.42349,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,Investment Grade Banking_Repo MTM,Investment Grade Ban,00000000000494102968,31:15.0,2,Financing,Europe/London,null,null,380001.98,InternalCounterparty,BCSL-PB-Jane Street,null,GBP,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYJWE,null,null,null,null,null,null,null,null,STP,TRUE,null,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:39.0,GBP,380001.98,380001.98,500000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494099115,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,380001.98,380001.98,null,500000,500000,null,null,null,null,ZYAFGB30XXX,0,GBP,380001.98,UKDebt,GBP,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,500000,ICSDFI,Failed,null,null,AP00494102968Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,GBP,76.000396,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,$ Corporates and SSAs_repo,$ Corporates and SSA,00000000000494104043,31:18.0,2,FI Financing,Europe/London,null,null,467352.75,InternalCounterparty,BCSL-PB-Jane Street,N4578EKR8,USD,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3NMYDT,null,null,null,null,INTNE 4 7/8 PERP,Debt,null,null,STP,TRUE,XS2122174415,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:22.0,GBP,370517.26,467352.75,600000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098159,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,467352.75,467352.75,null,600000,600000,null,null,null,BLGM750,ZYAFGB30XXX,0,USD,467352.75,NetherlandsDebt,USD,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,600000,ICSDFI,Failed,null,null,AP00494104043Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,USD,77.892125,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,Investment Grade Banking_Repo MTM,Investment Grade Ban,00000000000494103456,31:18.0,2,FI Financing,Europe/London,null,null,464083.63,InternalCounterparty,BCSL-PB-Jane Street,G768624N1,GBP,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,3MYJZB,null,null,null,null,NWG 3.622 08/14/30,Debt,null,null,STP,TRUE,XS2172960481,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,30:25.0,GBP,464083.63,464083.63,500000,Delivery,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098111,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,464083.63,464083.63,null,500000,500000,null,null,null,BMQ5YQ6,ZYAFGB30XXX,0,GBP,464083.63,UKDebt,GBP,LU,null,DVP,null,SBRPOpenMovement,Deliver,null,null,null,null,null,null,null,null,500000,ICSDFI,Failed,null,null,AP00494103456Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,21057,null,21057,Financing,00:00.0,GBP,92.816726,null,null,NotNetted,Amend,StockVsCashCollateral,00:00.0,StockLoanOpenStockAndCashMovement,null,by SYS,null,00:00.0
